,image_id,headline,byline,text,label
189,2_267602143-beatrice-daily-sun-Jul-02-1975-p-1.jpg,"Garbage piled high
in New York City
 ",,"By The Associated Press

New York City obtained a
court order today to halt a
twoday wildcat strike by
sanitationmen which has left
more than 30,000 tons of
garbage piled up on city
streets in the sweltering July
heat, but it was not im-
mediately clear whether the
men would return to work.

The order came as the
city’s firemen began to report
in sick in large numbers and
police threatened a job action
of their own to protest the
dismissal of 19,000 city
workers under Mayor
Abraham OD. Beame’s
pruned-down $12.1-billion
budget.

In Pennsylvania, a strike
by state workers entered its
second day with virtually all
state agencies disrupted,
arrests rising and an attempt
under way to resume con-
tract talks.

And strikes for higher
wages by 5,000 public em-
 ployes in Northern California
went into the second day.

A ‘‘partial’’ health
emergency was declared in
connection with the garbage
pileup in New York City.

State Supreme _ Court
Justice Thomas J. Hughes
issued a temporary
restraining order barring a
continued strike by
sanitationmen, saying ‘“‘the
health and safety of the city’s
residents must be of first con-
sideration.”

John DeLury, head of the
Uniformed Sanitationmen’s
Association, said his mem-
bers were acting on their own
in refusing to pick up the
garbage. Sanitation Com-
missioner Robert Groh said
that if that were so it was
“the best organized wildcat
strike I’ve ever seen.”’

Arrangements were made
for emergency collections at
hospitals, nursing homes and
day care centers.

Meanwhile, firemen were
renortingo ciek in ‘*‘1yMniicnallyv
 high’’ numbers, a spokesman
said.

The firemen lost a legal
battle as State State Supreme
Court Justice Geroge Stark
rejected a suit seeking to stop
the city from dismissing 2,300
firemen because of the fiscal
Crisis.

In Pennsylvania, a_ state
police spokesman said there
have been 17 arrests since the
walkout began at midnight
Monday. Charges included
obstructing highways and
entrances, rock throwing,
disorderly conduct and
malicious mischief.

Welfare offices, unemploy-
ment offices and general and
mental hospitals all
remained open with super-
visory personnel and in some
cases volunteers manning
positions. Most state parks
remained closed.

Liquor stores were open as
retail clerks extended their
contract.

The state Justice Depart-
ment went to court today to
argue for returns of workers
at mental hospitals.

In the sprawling neighbor-
hoods of the city, residents
watched the refuse piles grow
and reacted variously with
resignation, anger, or bit-
terness. Some worried that
youngsters would set fire to
the piles.

“It’s terrible, but what can
you do,’’ said the wife of an
apartment house superinten-
dent in Astoria, Queens.

“I pile the garbage up
neat,’’ said Antonio Escevec,
a building superintendent in
the South Bronx. ‘But it will
stink and I think it will be
very dirty. I pile it up right
outside my bedroom window,
and at night I lie awake. The
kids, you know, will set fire to

‘Republican’ state
legislators in Albany refused
on Tuesday to give New York
Mayor Abraham D. Beame
new taxing powers to raise
money for city coffers. He
was forced to order the firing
of 19,000 municipal employes,
among them nearly 3,000 of
the city’s 10,600  sani-
tationmen.

Vowing that New York
would become “Stink City,”’
Uniformed Sanitationmen’s
Association president John J.
DeLury warned that if any of
his men were laid off, the rest
would refuse to work. The
union followed through on the
threat, staging a wildcat
strike. DeLury said he had
lost control of his men.

In poorer neighborhoods
the refuse grew in fetid heaps
and residents worried about
the potential health hazard of
garbage rotting under a
sweltering July sun. Others
were concerned that youths
would set it afire, posing yet
another danger.
 ",Protest
497,1_280279672-cumberland-news-May-10-1977-p-1.jpg,"6 Die, 30 Injured
InAmsterdamBrazeé
 ",,"AMSTERDAM, The
Netherlands (AP) — Fire
raced through the
fashionable Polen hotel near
the royal palace in down-
town Amsterdam Monday,
killing six persons and in-
juring about 30, police said.

The fire broke out in the
fourstory building while
most of the 105 guests, in-
cluding some Americans,
were still sleeping. Two of
the dead were killed when
they jumped from windows,
police said.

‘None of the dead was
identified immediately.
Police had said four persons
were killed in the fire, but
announced later that two of
the injured died in a
hospital.
 Firemen fought for almost
three hours to put out the
blaze, which destroyed the
hotel and an adjoining
bookshop.

The guests in the 80-
bedroom hotel were mainly
foreign tourists and in-
cluded a large party from
Sweden, some Britons and
Japanese as well as the
Amerieans.

By evening 18 of the 105
guests were unaccounted
for. but officials said some
had left without checking
with authorities.

Fire department officials
sifted through the rubble
Monday night. but officials
said they did not expect to
find any more bodies.
 ",Neither
187,27_269264417-blytheville-courier-news-Apr-29-1955-p-14.jpg,"Britain Faces
Railway Strike
 ",,"LONDON (#)—Britain still faces
the threat of a nationwide rail-
way strike at midnight Sunday.

All-day negotiations between the
Ministry of Labor and the Asso-
ciated Society of Locomotive En-
gineers and Firemen failed yes-
terday to produce any agreement
to prevent a stoppage of the gov-
ernment owned railroads.

The engineers and firemen, 66,<
000 strong, are demanding an
across-the-board increase amount-
ing to $1.12 weekly in wages now
averaging $2730. Management has
offered 76 cents.

 
 Read Courier News Classified Ads.
 ",Protest
169,12_277808289-pennsylvania-chester-delaware-county-daily-times-May-17-1962-p-1.jpg,"Hotel Strike
 ",,"BOMBAY, India (AP)—About 90
per cent of Bombay's 80,000 hotel!
and restaurant workers staged a
one-day strike Wednesday de-
‘manding better wages.
 ",Protest
58,11_368278484-iowa-city-daily-iowan-May-26-1970-p-3.jpg,"City Police Receive
Bomb Report at Center
 ",,"Iowa City police received a
report Monday morning that a
bomb would be planted in the
Civic Center, but other than
alerting all.on-duty policemen,
‘no extra precautions were
taken.

Police captain John Ruppert
said “at least 10’ bomb threats
have been turned in at the
police station since campus
demonstrations two weeks ago,

Earlier rumors that the Civic
‘Center was under armed guard
were denied by Ruppert.

“We keep the building locked
and secured after the offices
close. We do have men checking
‘the building periodically, but
that’s all,” he said.

Monday’s report came from
what the department described
as “a reliable source” and
warned that two carloads of
black persons were en route to
Iowa City to plant the bomb.

Bombs destroyed parts of the
 Ames City Hall and Des Moines
police headquarters in the past
two weeks.
 ",Neither
48,3_337763404-princeton-daily-princetonian-Mar-26-1937-p-2.jpg,"FROM THE PIT
 In Re “The Show is On”
 ",,"a Cette semaine, mes enfants, I am going to pla
_ old sour-puss and be captious. I am going to te
| you I did not like “The Show Is On.” It is a bet
. ter-than-average revue, and parts of it gave m
1 great pleasure, but the thing as a whole seeme
t to me to have certain implications, and the impl
y|cations put me in an unpleasant mood. Let me k
_'more explicit.
1} Along about the very darkest days of the d
.|pression—say, anywhere between ‘30 and ’34—th
2 Revue, as an art form, seemed to have come at las
- into its own and to give promise of rare things i
| the future. Possibly it all began with the deligh
ful first “Little Show.” Certainly things cam
quickly to a head in those two magnificent fandar
*|gos, “Three’s A Crowd” and “The Band Wagon.
The knockabout vaudeville sketches and the bed
zened display which had had such a strangle hol
on the endless parade of “Follies,” “Scandals” an
“Vanities” of the twenties seemed at last to hav
been replaced by wit, taste, intelligence and beaut:
|The Revue had ceased to be glorified music hal
with no aim save to please the mythical “tired bus

ness man,”

and had become—what by its nature -
was eminently suited to be—a graceful instrumen
.}for supplying a comment on the times. Instea
of the old pseudo-smutty bedroom scenes we ha
such things as the unforgettable “Private Life of
Roxy Usher,” the whole kit and caboodle of satiri
. delights that Howard Dietz and George S. Kaufma
| wrote for Max Gordon’s “Band Wagon.” Instea
‘of the old tawdry production numbers, with hund
reds of feather-wrapped chorines parading, a l
“Folies Bergeres,’’ up endless Stairways of Lov
to a tinseled niche where lay, comfortable in a smi]
and a vast headdress, a nymph labeled the Goddes
of Beauty in Act I and the Goddess of Love, an
Flame, in (respectively) Scenes 5 and 13 of Act I
we had such simple and moving beauty as th
|“Hoops” number of “The Band Wagon,” the un
|matchable ‘Louisiana Hayride” finale of “Flyin
.|Colors.”
But today the promise of ’30 and ’32 seems t
|have come to nothing. Since Mr. Harris’ lustrou
‘As Thousands Cheer” we have had no revue worth
|of wholehearted admiration. The decline, as far a
I can see, began when the Shuberts, rescuing th
.|Winter Garden from the talkies, started to fill i
|with a string of revues more civilized (we mus
‘|grant them that) than the predepression Winte
||Garden revues but nourishing the same old insid
}ious seeds of commercial slickness and superficia’
‘lity. Strengthened by a surface sophistication an
.|the immeasurable aid of Beatrice Lillie and Fanni
'|Brice, these revues have all succeeded at the bo
-|office. But one cannot help feeling they have don
great harm. “The Show Is On” is typical of them
‘|let us look at it closely.
Good Points and Bad

Its basic idea is a promising one: the satiri:

‘\ing of American theatre history. But the ide
-|fizzles out before it starts. Except for a trenchan
| Moss Hart pastiche having to do with the frivolit
-iof first-night audiences and two luscious song-se
-jtires, Miss Lillie’s “Buy Yourself a Balloon” an
Mr. Lahr’s “Song of the Woodman,” no coherer
-|piece of comedy is put before us. The librettist
-|have lost themselves in a maze of horseplay an
.;}hokum, and when they come to deal with “Uncl

3|Tom’s Cabin,”

surely a succulent morsel, they ca
-'deal with it only in terms of a confused and bla
s}ing ensemble number entitled “Parade Night.
f/With a dancer of the stature of Paul Haakon o
*/their hands, they can devise for him only suc

cheap ballets as “Casanova.’”’ Beside the austez
7imastery of Beatrice Lillie’s art they have the in
-/pudence to place a vaudevillish young miss calle
,|Gracie Barrie singing a barrage of routine dittie:
3/Opening their cash-vaults with commendable ger
»}erosity, they let Mr. Vincente Minnelli strew th
ljstage with garish and indiscriminating splendo
-|more suited to Radio City than to a serious revu
L And yet, it is not, in the end, such a bad shov
»/ It could not be, harboring Miss Lillie and Reginal
-|Gardiner and a Bert Lahr at the peak of his pow
‘fers. If I have been unduly hard on it, it is fo
-!two reasons: first, that the New York critics hav
-{been unduly lenient; and second, that it seems t
-1me that it is the kind of a revue that, by its ur
-|inspired competence, places a barrier in the pat
‘}of the perhaps less professionally competent bu
-}certainly more dynamic and interesting kind. “Th
‘|Show Is On” is good entertainment; you won’t hav
‘Ito think while you sit through it. But it is not-
'}what the Revue has every right to be—a work o

art. Dick Pe
 ",Neither
344,14_164810344-freeport-journal-standard-Apr-29-1958-p-1.jpg,"Fighting Continues
IIn Cuban Province
|With 8 Reported Killec
 ",,"HAVANA (Pm —- Fighting con-
tinued in Cuba’s rebellious Oriente
province Monday night as govern-
ment forces engaged an insurgent
band in the Jotura sector, killing
eight. The Army said three loyal-
ists were wounded in the clash.

An army communique said the
main group of rebel leader Fidel
Castro’s force in the Sierra Mae-
stra range has little chance of
breaking through the encircling
forces of President .Fulgencio Ba-
tista.

Dispatches from Oriente said
rebels clashed earlier Monday
with troops in five villages north-
east of Santiago. No casualty fig-
ures were given,
 ",Neither
235,3_14703124-williamsport-sun-gazette-Sep-11-1957-p-8.jpg,"More Would Be Welcome
 ",,"That quiet rain of yesterday—did
you notice -how. nobody complained
about it?

After weeks of dry weather, we're
more than happy when a rainy day
occurs.

The fact is, more rain—just like that
of vesterday—would be welcome.
 ",Neither
252,0_272475860-brainerd-daily-dispatch-Nov-12-1969-p-7.jpg,"Protesters to March on Pennsylvania Avenue, Will Avoid White House
 ",,"WASHINGTON (AP) — Viet-
nam protesters have won the
right to march down Pennsylva-
nia Avenue—a street the gov-
ernment had insisted was off
limits—but will avoid the White
House, once a prime target of
their demonstrations.

The Veterans Day armistice
hammered out Tuesday with top
Justice Department officials
ended a month-long battle and
paved the way for what both
sides now say will be a massive.
but peaceful demonstration.

The government is “not giv-
ing anything to which the people
are not entitled,’ said one dem-
onstration leader, Ron Young.
But, he added: ‘‘We're basically
happy and ready to move now. °

As Young spoke at a news
conference Tuesday night, Atty.
Gen. John N. Mitchell under-
scored the administration's
viewpoint, telling a Milwaukee
audience that ‘the foreign poli-
cy of this government cannot
and will not be formulated in
the streets of Washington—or in
 any other street of this nation.

But. added Mitchell, ‘‘this ad-
ministration clearly recognizes
the right of these people under
our First Amendment to peace-
fully congregate in Washington
and to petition the government
with respect to their grievances
—assumed or otherwise.”

The march sponsors, the New
Mobilization Committee to End
the War in Vietnam, had de-
manded permission to swing
past the White House on their
march down Pennsylvania Ave-
nue from the Capitol to the
Washington Monument.

Now the marchers—perhaps
as many as 200,000 in what
could be the biggest antiwar
protest in history—will turn off
the broad avenue at 15th Street,
a block short of the White
House, and head for the monu-
ment to climax three days of
demonstrations.

Mayor Walter E. Washington
and Deputy Atty. Gen. Richard
G. Kleindienst, who last Thurs-
day declared that ‘‘under no
 conditions” could Pennsylvania
Avenue be used, said the gov-
ernment agreed to the route aft-
er the New Mobilization gave
assurances of an orderly dem-
onstration.

Asked if they were disappoint-
ed at not being allowed to bring
the mass protest directly in
front of the White House, pro-
test leaders referred instead to
their 40-hour ‘‘March Against
Death.” They plan this protest
to send demonstrators single-
file from Arlington Cemetery
past the White House and to the
Capitol beginning Thursday
night and ending Saturday
morning. The Justice Depart-
ment has not objected to this.

The department had refused
permission for a permit on
Pennsylvania Avenue on _ the
grounds it would be difficult to
control any outbreaks of vio-
lence near the street’s business
areas.

Instead, the department of-
fered to let the march proceed
from the Capitol down Constitu-
 tion Avenue to the mall behind
the White House. This route
would have been roughly paral-
lel to Pennsylvania Avenue, but
about one block south.

Kleindienst said the New Mo-
bilization Committee ‘‘offered
every assurance that order will
be maintained during the Nov.
15 march.

“We have accepted that as-
surance and demonstrated our
good faith by granting a permit
for one of the routes the com-
mittee chose for its march,”’ he
said.

The compromise was reached
after days of negotiations and
came only hours after a Veter-
ans Day crowd of 10,000 rallied
at the monument grounds to de-
nounce the demonstrators and
shout support for Nixon and his
Vietnam policy.

The agreement calls for the
New Mobilization Committee to
provide 2,000 parade marshals
to keep demonstrators on the
south side of Pennsylvania Ave-
nue and another 500 marshals to
 keep crowds away from govern-
ment buildings on the other side
of the thorofare.

Meanwhile, the government
went ahead with plans of its
own to maintain order.

A small advance party from
the 82nd Airborne Division ar-
rived from Ft. Bragg, N.C., to
prepare for possible movement
of paratroopers to the capital.
 Pentagon spokesmen indicated
a light brigade of between 1,500
and 2,000 paratroopers may be
brought up before the weekend.

But the primary role for con-
trolling any disorders at the out-
set will fall to the civilian police
and the District of Columbia
National Guard. About 500
Army guardsmen will report to
their armories Friday night,
 with another 1,500 or so Army
and Air Force guardsmen com-
ing on duty Saturday.

Some will be deployed to pro-
tect fire stations and equipment,
others will replace policemen in
precincts around the city to free
the civilian policemen for other
duties, while others will be de-
 NG eee a a ee

ee Sen ee ae , A

ployed at some 300 points
around the city for traffic con-
trol.

The White House indicated the
President, who plans to fly to
Cape Kennedy, Fla., Friday to
view the Apollo 12 launching,
will spend the weekend in the
Washington area.
 ",Protest
21,14_251614610-centralia-sunday-sentinel-Aug-07-1966-p-1.jpg,"Chicago Seeks End
To Racial Violence
 ",,"CHICAGO (AP) — Persisting
racial violence troubled Chicago
Saturday while officials urged
steps to restore peace.

A group of Negro youths shot
and wounded two white teen-
agers during the night on the
far South Side.

Earlier, rioting residents of
an all-white neighborhood in the
Chicago Lawn district on the
Southwest Side hurled rocks,
firecrackers and insults at Ne-
‘gro and white marchers who
carried placards advocating
open housing.

Dr. Martin Luther King Jr.,
who was struck by a rock while
the parade was forming, headed
back to Atlanta Saturday. He
planned to go from there to
 Jackson, Miss., for next week's
convention of the Southern
Christian Leadership  Confer-
ence (SCLC), of which he is
chairman,

His associates scheduled a
prayer vigil for Sunday in the
Belmont-Cragin section of the
Northwest Side, where they
walked a gantlet of jeers and
taunts on two previous visits.

Supt. O. W. Wilson, whose
heavy concentrations of po'ice
have kept aroused whites from
closing in on the demonstrators
in both neighborhoods, appealed
to all citizens to help maintain
‘law and order, He asked people
to stay away from disturbec
areas.

“Repetition of illegal acts,”
he warned, ‘will continue to
result in swift arrests.”’
 Alderman John J. Hoellen, a
Republican who represents the
47th Ward on the North Side,
said he had sent a letter to
Democratic Mayor Richard J.
Daley, calling for a halt to the
marches.

‘Events of the past week,’’ he
said, “have demonstrated that a
continuation of these marches
constitutes a direct menace to
Public safety.”

In one of the latest outbreaks
lof violence, two white teen-ag-
ers were founded in a fight
with four young Negroes Friday
night at a drive in restaurant
at 103rd Street and St. Law-
rence Avenue on the far South
Side.
| Four Negro youths were ar-
rested later and charged with
‘aggravated battery.
 ",Riot
313,4_271906138-brownwood-bulletin-May-12-1926-p-1.jpg,"President Boyd
Opens Convention
Automobile Men
 ",," 

GALVESTON, Texas, May 12.—
| (A)—Automobile men of national
prominence were here today for
‘the opening sessions of the Texas
Automobile Dealers Association
The conventior will close Friday.
| The principal address of the
morning was made by Ellis ¥!. Bovd
of Fort Worth, president of the as-
sociation. FE. B. Gallagher of Nor-
walk, Conn., was on this after-
noon’s program.
 ",Neither
459,20_261659868-cedar-rapids-gazette-Dec-29-1946-p-6.jpg,,,"Within a few days te first con-
signment of automobiles for next
year will be received at the lecal
garages and they will be beauties
from every point of view. T>e new
models are lighter in weight,
equipped with motors that are
more powerful than any heretofore
used in horseless vehicles, prettier
in design and so arrenged that
while they are ro larger the seat-
ing capacity is nevertheless great-
er ani more comfortable,
 ",Neither
160,9_13479756-bismarck-tribune-Sep-20-1938-p-4.jpg,"ole)? - ===

FORUM

 
 ","GUILTY CONSCIENCE?
Bismarck, N. D

Bika ea ta
 ","ree! fy Tee
Editor, Tribune:

It apparently seems that there
must be some member of the Work-
ets Alliance either has a guilty con-
science or a shady past record, after
reading the article ""WORKERS AL-
LIANCE HITS NATION-WIDE
FINGERPRINT DRIVE.”

As far as the project being a foolisn
setup and spending money whic
could be of more benefit to the needy
in some other way, there are other
projects that benefit the public in
Beneral as little. if not less. There has
been no complaint made by the
Workers Alliance concerning these
projects when sponsored by the WPA
depriving the needy of food and
clothing.

Therefore I cannot but believe that
there must be at least one member of
the Alliance with a shady record and
Who is teluctant about having his
fingerprints put on record and later
examined by the federal government.

The WPA does not compel or Je-
mand anyone to have his fingerprints
taken. They merely ask people to
volunteer as subjects for that project.
(The Fngerprint Drive.)

One does not jeopardize his job or
Teputation unless, sometime in the
past, one has committed a crime or
violated the laws of our country.

My opinion is that if there has ever
been any attempt of oppression by
any organization or members it has
been noted most in the Workers Al-
lignce in this city.

AW INTReCOrcn tyros. wragcecns
 kept out of it. Just why was that?
Let me answer that question for you:
They attended to their own business,
{did not think as much of dollars as
j they did of their boys’ lives and did
hot provoke any of the powers en-
gaged in that war to the point of
attack, as we did. We thought of
money and money only. We had a
man at the head of our government
who could not take a mild insult and
did not have courage enough to tell
American citizens to travel on Amer-
ican ships, He did not have to go to
the front—I only wish he had—but.
he did not, and it was easy for him'
to tell the other fellow to go out and |
fight his battles. It requires but little
‘courage to tell your neighbor to go
over and whip the devil out of some
other neighbor, but it does take cour-
age to say “watch me, Iam going to
do that little trick myself.” The lat-
ter is the man who never stirs up
wars. The one who fights them never
hes anything to do with stirring them
up. Now Mr, Hitler says he would
like a fight, and I, for one, would like
to see him get it-—right in the neck.
‘too-and then, after the smoke of!
that battle cleared away, he would
not be so anxious to get into another |
war, I would like to see the time
come when every man who agitates
‘the war spirlt—unless we are in-'
vaded—had to take a gun and go to
the front. How many do you think
now in the city of Washington—the
source from whence all wars emanate
—would vote for war if they had to
fight them? Not one is my guess.
Now if this war hysteria is about to
break out again in this country, why
cannot all good editors and ministers
of the gosp2l begin right now and
Keep at it until this war talk becomes
so obnoxious that no decent man or
woman will lsten to it, Why not
every minister of the gospel begin
right mow—take time by the fore-
lock—and preach a good sermon on
‘Thou shalt not kill"" and show to
the world that they actually care
more for human life than for mam-
mon. If they do that and are assisted
by the editors and by the women of
this country who furnish the can-
non fodder, there will never be an-|
other war that we will get inte un-|
Jess and. unhil we are invaded by 2;
foreign enemy.

It is my best judgement that when '
God said “Thou shalt not kill"" he|
did not mean that it was all right:
to murder on the wholesale scale but’
that it would be wrong to kill one!
ats time. The Bible also says, “All
that 8 man hath will he give for his)
life’ and that too is true. Let us|
save ives if we can and to do that)
we must enlist the greatest powers!
on the earth, which are the public '
press, the churches and the women |
who raise the boys ho are to be;
murdered. |

Yours truly. |
 eee Ree MEPS
Ecdltor, Tribune:

| Competition at best is & tough game.
When, however, It comes to campet-
ing against prison labor its—-well no
word describes [t This jester is writ-
ten as a iast resort I protest the
Rractice now being induiged at the
prison farm south, of Bismarck

I make no objection to the emplor-
ment of convicts om the farm to sup=
piy the needs of the tratitution 1 do
coject, however. ‘o that institution
Foing into the business of selling its
produce on the open market in com-
petition with a-mumber of small pro~
ducers of garden truck, myself in-
cuded Why should an institution
that pays nothing for labor, an insti-
tution we al] must support with our
taxes, make the going so tough for 3
few of us who have thus far managed
to avold the relief roils?

I happen to know that the peniten-
tary is selung (omatoes—lots of them
—and that it dtd so this very day
While some of us have considerable
quantities roiting in our gardens
Imagine that we are up ageinst oben
some =Re gut —or a number of them
 ",Neither
276,9_155982418-daily-court-review-Aug-03-1934-p-1.jpg,"TRANSFER OF LIENS
 ",,"The following vendors liens have
been assigned to the Home Owners
Loan Corp:

Ira B S'mons, lot 20, block 1, Lyer:
ly Acres July 19, 1934 ...--.-- $52
Joseph Lyerly, lob 20, block 1, Ly:
erly Acres, July 19, 1934 $988.6’
The Union Central Life Insurance

Co., lot 16, block 113, North Nor
 ",Neither
443,37_114307165-chillicothe-constitution-tribune-Jan-04-1939-p-1.jpg,"PICTURE THEATRES
IN PARIS CLOSED
 ",,"(ity Ure Associated Presa.)

PARIS, Jan. 4-—All moving picture
theatres in Paris closed at noon to-
day in protest against a new munici -
pal tax and a nation-wide shutdown
‘was threatened within two weeks if
no agreement is reached. Approxi-
mately 300 theatres were affected,
 ",Protest
191,14_294330575-pittsfield-berkshire-eagle-May-22-1961-p-1.jpg,"White Mob Repelled
At Negro Church
 ",,"WASHINGTON (AP)—Atty. Gen. Robert F. Ken-
nedy said today 200 additional U.S. marshals are being
sent to strife-torn Montgomery, Ala.. This will bring
the number there to between 600 and 700.

Kennedy said many of the marshals now there have
been up for 48 hours, that Alabama is a large state, and
that the Justice Department wants to be sure enough
marshals are there.
 MONTGOMERY, Ala, -- Racial-
ly troubled Montgomery lay under
a protective cover of martial rule
today after the second wild out-
break of rioting in a bloody
weekend.

There were sporadic incidents
of continued violence—including
two house-burning attempts —
hours after steel-helmeted troops
with fixed bayonets took com.
mand. But the major violence
had subsided, for the time at
least.

Spend Night in Church

An estimated 1,000 Negro wor-
shippers spent much of the night
in a church auditorium in protec-
tive custody after a howljng mob
of white men had tried to get to
them.

About two hours before daylight
guardsmen drove three National
Guard trucks to the church, load-
ed 25 to 30 persons from the con-
gregation in each truck, and took
them home.

Then about 4 am. guardsmen
told all those remaining they
jcould leave. They streamed out
‘in the early morning quiet, got
‘into their cars, and drove off.

By 5 am. (CST) the church
area was deserted exceg@ for 25
| National Guardsmen left on duty
| to guard the church.
| A National Guard officer. said,
| “we don’t anticipate any: further
/ trouble here.”

Among the churchgoers were 18
|of the freedom bus riders whose
arrival in Montgomery on a se-
gregation-testing challenge Satur-
day touched off repeated attacks
| by club-swinging white men and

>
 It was the Sunday night upris-
ing which provoked Gov. John M,
Patterson to proclaim ‘‘qualified
martial rule’’ and give troops un-
ider Adj. Gen. Henry V. Graham
sweeping powers to take what-
ever action necessary to restore
; order,

The governor previously had
| protested bitterly against U. §S,
_Atty. Geen. Robert Kennedy's or-
der to rush more than 500 armed
U. §. marshals and deputies to
Monigomery to prevent further
interference with the bus riders.

In a tense, face-to-face meeting
with Kennedy's top assistant, By-
ron R. Whitee, the state’s chief
executive threatened to jail fed-
eral officers who sought to exert
‘their authority in the absence of
a request for federal help.

Patterson in his proclamation of
martial law still insisted that the
self-styled “freedom riders’’—he
‘called them “agitators’—were te
(blame for the race rioting be-
| cats of their insistence on test-
| ing bus station racial barriers.
| But, he decreed, “there now
;exists .. , a serious emergency,
|a defiance of the constitution and
laws of Alabama. a state of law-
lessness .. . which the local of-
ficers are unable to subdue.”

Backed in Congress

Congressional leaders, mean-
while, generally supported Atty.
Gen. Kennedy's dispatch of the
marshals. They said there seemed
to be no alternative. Even South-
ern members deplored the vio-
lence. One said it would make his
role at the Capitol more difficult.

Despite angry federal - state
bickering earlier in the day, US.
officers worked alongside city and
state police and the battle-trained
guardsmen after Patterson or-
dered out the troops.

Even the bus riders won a re-
prieve from the threat of arrest
on charges of violating a state
court injunction which had sought
to stop them from riding a bus
here from Birmingham.

Sheriff's deputies holding con-
tempt of court warrants turned
them over to Col. Herman Price,
who assumed the military office
of sheriff under the martial rule.

Gen. Graham, entering the Ne-
gro chyrch after the National
Guardsmen arrived, ordered them
there through the night for their
protection while troops patrolled
the streets.

Scattered Resistance

Outside, scattered pockets of re
sistance to the law-and-order de-
cree released their pent-up fury,
They overturned a parked auto
mobile, tossed a rock at Police
Commissioner L. B. Sullivan's
car, sent police chasing down re-
ports of shots fired at Negro
houses.

While the rioting raged at the
Negro church, the mob surged
past federal marshals and city
and state police, tossing rocks
and bricks. Several persons were

tinjured, but none seriously.

The main force of the crowd
had been’ blunted by tear gage
when National Guardsmen rum-
bled up in Army trucks.

While state authorities held
|warrants for the arrest of the
“freedom riders’ on contempt ci-
tations, a federal court injunction
went into effect over the weekend
to protect interstate bus riders
from further interference,

>| Blames Klan Members

*| The order from United States
“|District Judge Frank M. Johnson
“| Jr. prohibited any attempt by force
»/to stop “freedom riders” from con:
“Itinuing their test of bus station
° | segregation.

Judge Johnson put the blame
® | for recent violence here and in two
Piother Alabama cities on Ku Klux
$iKlan members. His order was di-
Sirected at them “and all persons

acting in concert with them.” It
»|singled out three Klan groups in
-| Alabama and four individuals whe
!\ were identified as Kian leaders or
1 members.
-| Two of the defendants — Rob
_lert M. Shelton of Tuscaloosa, Ala,
: Violence
Continued on Second Page

. ,
 ",Riot
385,10_310357024-middletown-journal-Dec-07-1974-p-1.jpg,"4. hijackers in

hands of PLO
 Tall job
 ",,"TUNIS, Tunisia (AP) —
Four dissident Palestinian
guerrillas who hijacked a
British plane to Tunis last
month and executed a
passenger have
voluntarily surrendered to
the Palestine Liberation
Organization, Interior
Minister Taher Belkhodja
announced today.

The move was a victory
 for the PLO, which has
repeatedly condemned the
hijacking and the
execution of the German
passenger and demanded
it be given custody of the
guerrillas in order to put
them on trial.

If the trial takes place it
will be the first time the
PLO has tried guerrillas
for hijacking.
 ",Neither
293,10_320643822-nampa-idaho-free-press-Jan-28-1960-p-1.jpg,"Oil Blast
Fatal to 4
 ",,"MEXICO CITY, WP) — An
explosion and fire raced though
a government oil refinery to-
day, threatening a 40-block
area in the northwestern part
of the city before firemen
brought it under control.

Emergency hospital officials
said four persons were killed
and 35 injured. Police report-
ed three others were missing.

Fire department officials
said a kerosene stove at a tor-
tilla bakery across the street
from the Petroleos Mexicanos
(Pemex) refinery exploded and
ignited vapor from the gasoline
refinery.

There was a huge flash of
fire which ignited gasoline in
storage tanks within the plant
grounds. An estimated 35,000
gallons of gasoline burned.
 ",Neither
413,12_155054284-oxford-leader-Sep-18-1924-p-1.jpg,"TOLL. BOOKS IN SERVICE
SUNDAY °
 ",,"Beginning Sunday, -no toll mes-
sages will be transmitted over the
local phone companies lines unless
the subseriber has one of the new
coupon books on deposit i in the tele-

phone office.
 Bring your films to the Leader Offic
 ",Neither
343,8_85186978-uniontown-morning-herald-Jun-27-1925-p-1.jpg,"DR. C. H. SHERRY
 ",,"(AA N SAREE SOE EPEC:
14 East Church Street
Lady nurge and assistent, exami
nation free. Monday and Thursday,
Hours $ to 9. Mt. (Hemeng Bath? Gp
to date.
Cet Well__Keen Well
 ",Neither
257,5_165565019-lock-haven-express-Sep-28-1949-p-1.jpg,"Railway Firemen
Threaten Strike
 ",,"WASHINGTON, (AP)—A na-
tlonwide strike of railway fire-
men and enginemen is planned
for next month to protest the
rejection of a union demand for
an extra fireman on Diesel
engines. :
| The firemen's brotherhood
had contended that (A) second
fireman was required on Diesel
engines for safety purposes and
-(B) the more efficient Diesels are
‘knocking firemen out of jobs by
‘cutting down the number of
trains needed. ms
  

assembly in New York that Rus.
Sia is using all sorts of pres.
sure — from economic blockads
to armed demonstrations — t¢
further “imperialistic’ aim:
against his country.
 ",Protest
