article,label
"WASHINGTON — (AP) —
‘President Eisenhower said to-
day the United States is will-
‘ing to confer alone with Red
China regarding a Formosa
area cease-fire —- but not on
matters affecting Nationalist
‘China,
| Backing up the position of
Secretary of State Dulles, the
president told a news confer-
lence it may have been a bit of
‘an overstatement for the United
‘States to say last last Saturday
that it would “insist on free
China's participation as an equal
‘in any discussion” concerning the
Formosa area.

The State Department put out
such a statement Saturday, after
consultation with the president,
when Red China offered to nego-
tiate with the U.S. to relax the
‘tension in the Formosa area.

| Dulles told a news conference
yesterday, however, that the
‘United States is willing to nego-
tiate with Communist China re-
garding a possible cease-fire in
the Formosa Strait,

He emphasized, however, that
this government would not deal
alone with Red China on any
matters concerning the Chiang
Kai-shek Nationalist regime, |

Before the president stated his
own views, Sen. H. Alexander
Smith (R-NJ), a strong backer of
the Chinese Nationalists, en-
dorsed a move for face-to-face
talks with the Reds on a possible
end to the shooting. |

Smith, a Foreign Relations
committeeman, said he thinks.
Dulles took the right track yes-
terday in announcing the United
States is exploring the possibil-
ity of such discussions,

Dulles’ statement was received
with a in London and
Paris al quarters. But at
Taipei, a Nationalist spokesman
voiced disappointment, saying:
“We strongly believe that any
contact with the Reds will be
fruitless.”

Smith, speaking out in an In-
terview, said “I think we should
be willing to sit down and talk
with the Communist Chinese on
the question of obtaining a '
straight cease-fire.” i

“In any question where peenens
ty is involved, the Nationalists’
must iw represented,” he added,
""I think this country is in the!
mood to stop the killing now.”

Smith said he thought Dulles |
had drawn an “important distine-—
tion” between cease-fire and oth-—
er talks in saying this country |
intends to try to find out if Red |
China's Premier Chou En-lai was |
incere in proposing a two-na- |
lion conference to seek relax.
ation of Far East tensions. 7
 </s>",0
"will stand on the record books
as one of the hottest in the
nation’s history, ended today.
The weather was cloudy and
mild in Racine, but a heat wave
still was hanging on in the
south. But fall got off to a
blustery start in Canada, where
the worst autumn snow storm
in five years blocked highways
in southern Alberta.
Officially, summer bowed
out and fall began at exactly
‘1:42 p.m. Racine time. This
was the moment of autumnal
equinox, when the center of
‘the sun is directly over the
Equator.
_ Most of the nation was ap-
-propriately cool for the begin-
ning of fall, with brisk Cana-
dian air knifing as far south as
‘the Texas Panhandle.

Lingers in Gulf

But summer heat stayed on
in the Gulf states and south-
west desert. Highs of 99 were
registered Thursday at Yuma,
Ariz., and Needles, Calif., and
‘temperatures were in the 90s
as far north as southern Illinois
and Indiana.
| In Alberta, meanwhile, near-
ly 514 inches of snow blocked
highways and halted traffic in
and around Calgary. The snow
was whipped by 20-mile-per-
‘hour winds and power lines
were knocked down in many
areas. At least one death was
‘blamed on the storm.
| Far to the south, a new hur-
ricane churned through the
| Caribbean and the death toll
 of hurricane Hilda continued tc
rise.

The new hurricane, dubbec
Janet, was only a little more
than a day old, but already car
ried 115-mile-per-hour winds
It rammed through the sparse]
populated Windward Island:
and was headed in the genera
direction of Central America.

| Find 21 More Bodies

_ In Mexico, floods swollen by
hurricane Hilda began to re
cede around Tampico, bu
washed up 21 more bodie:
which brought the death toll t«

 
 204. At least 370 more per-
sons were missing and believed
dead.

The summer which ended to-
day had been the hottest on
record in many parts of the
country. Successive heat waves
broke record after record and
the hot weather lasted far into
September.

Racine reported 90 degree
temperatures on 32 days — 6
days short of an all-time
record.

- The season's worst heat
wave was in the Los Angeles
area, where more than a week
of 100-plus scorchers caused
scores of deaths. Prolonged

heat set new records in Mil-

waukee and in Chicago.
 </s>",0
"HONG -KONG-.—UP— Four
American ‘ject pilots shot. down in
the Korean war: emerged from
two years in Red Chinese prisons
Tuesday and headed immediatcly
for a’ reunion with their families
in Honolulu,

The. four arrived from Canton
aboard a Communist train at the
border village of Sunchun at 2}17
pm. GO:37 p.m. cst Monday).
They, reached freedom at exactly
2:33 p.m. (11:35 p.m, est) when
they -crossed through the barbed
wire barrier which marks lhe
harder between tis British crown
colony and Red China.
 They were greeted by. U.S.
olticials, given a preliminary
medical cxarheation by Anierican
doclors, and then whisked to Hong
Kong.

The four, Capt. Haroll, Fischer
Jv, 28. of Swea City, Lowa; Lt.
Col. Edwin’ L. Heller, 36, © of
Wynnewood, Pa.; Ast Lu Roland
W. Parks, 24, of Omaha, Neb.:
aot Ist Lt. Lyte W. Cameron, ‘of
Lincoln, Neb., -headed for Honolulin
three hours later,

They were not permilied to” talc
in detail with walling newsmen.
An Afr Foaree spokesman
explained later that the precaution
had been taken lest they say
 somelbing. that might harm ihe
chances for the release of Li other
airmen still held by the Reds, He
indicated thal orders to keep the
released’ fliers ‘under wraps’’ had
come from Washington,

They (ook off fram Hong. Kong
alrport aboard an‘ Air’ Force C-5t
at-Bo pm. (2 am, est), with a
scheduled stop al Guam.

-Atr Force Secretary Harold 2B.
Talbott arvanged for the neares'
relatives. of the fillers to be flowr
fo Honolulu in an Air Force plane
for a joyous reunion and for ther
lo be provided with accommoda
tions ‘at no expense to them’
when they arrived there.
 </s>",0
"Weather Map, Fg. 9, Sec. |

WEST TEXAS—Fair Wednesday. part-
ly cloudy, warm and windy Wednesday
night and Thursday.

EAST TEXAS—Cloudy to partly cloudy
through Thursday. A little warmer Wednes-.
day afternoon and night. Moderate te
fresh southerly winds on the coast.

SOUTH CENTRAL TEXAS — Cloudy te
Partiy cloudy through Thursday. A Nttle
warmer Wednesday afternoon and night.
Moderate to fresh southerly winds on the
coast.

NORTH CENTRAL TEXAS — Fair
Wednesday. partly cloudy. warm and
windy Wednesday night and Thursday.

COffiema: ceanings as reriried AY fT) OS
 Maximum humidity 64%; minimum he |
ged 10%; humidity at 1:30 pm. today
 </s>",1
"Partly cloudy and colder with
a few snow flurries today. Fair
atd quite cold tonight. Friday
fair and warmer. High today 40,
low tonight 22, high Friday 55.
 </s>",1
"CHICAGO, Dec. 21 @®—The na-
tion’s railroads and union repre-
sentatives tonight signed an agree-
ment giving about 750,000 nonop-
erating employes a wage increase
of 1442 cents an hour plus com-
pany - paid hospital and medical
benefits.

This wage increase is retroactive
to Dec. 1, 1955,

The agreement, following recom-
mendations of a presidential fact-
finding board, stipulates that the
railroads will bear the entire cost
of a hospital and medical plan be-
ginning March 1, 1956. At present,
the railroads and nonoperating em-
ployes split the cost of these pay-
ments. The companies will pay up
to $6.80 a month per employe for
hospital and medical protection.

_ The railroads estimated that the
cost of the settlement will come
‘to some 300 million dollars a year.

Nonoperating employes — teleg-
raphers, clerks and other persons
engaged in work other than actual-
ly operating trains—now receive
an average hourly pay of $1.81. |
 </s>",0
"NORTHERN ILLINOIS—Most+
ly fair and not so cool tonight.
Wednesday partly cloudy and
warmer. Scattered thunder-
showers tonight or early
Wednesday. Low tonight low
50s, high Wednesday near 80.
Low Wednesday night high 50s.
Local temperature (unofficial)
at 7 a.m., 57; at 1 p.m., 73.
Sunrise, 5:20; sunset, 8:18.
IOWA—Scattered showers this
afternoon, tonight and Wednes-
day.

WISCONSIN — Partly cloudy.
Scattered showers in west por-
tions.
 </s>",1
"uw APE OE Bae Ee eee

TAIPEI, Formosa—(?}—Two
top-level U, S. envoys left to-
day on the long trip from
Scholars’ Forest to the White
House to report on their mili-
tary-diplomatic emergency
mission to Formosa.

Admiral Arthur W. Radford,
chairman of the Joint Chiefs
of Staff, and Walter S. Rob-
ertson, assistant secretary of
state,: maintained the same
tight-lipped silence they had
kept during their three days
at President Chiang Kai-
shek’s suburban retreat.

An American official said
they had come to strengthen
—not weaken—Far East de-
fenses. The official, wha re-
fused to be identified, said this
information was “100 per cent
accurate.”

The impression was strong
that the two visitors had not
advised the Nationalists to
 abandon Quemoy and the Mat-
sus. Nationalist sources in-
sisted that neither had sug-
guested it.

Nationajist newspapers con-
tinued to editorialize against
any suggestion that Quemoy
of Matsu be given up.

Nationalist fears that Rob-
ertson and Radford had come
‘seeking agreement on giving
up the offshore islands in or-
der to seek a cease-fire with
the Communists In the For-
mosa Strait seemed to be sub-
siding.

But disappointment and bit-
terness replaced these. earlier
apprehensions in the wake of
Secretary of State Dulles’ an-
nouncement of a new open-
door policy toward cease-fire
talks with Red China.

“We strongly believe that
any contact with the Reds will
be fruitless.” a qualified Na-
tionalist official said.
 </s>",0
"Partly cloudy tonight and Fri-
day with chance of light snow ex
treme north Friday. Wasmer Fri-
day. Low tonight 8-15, Fri-
day 22-38. Further : Bat-
@day partly cloudy and colder,
 </s>",1
"ine winter season siarvea toaay
on a stormy, cold and wet note.

Rainstorms lashed Pacifie coast-
al areas and floods threatened
many areas.

Cold weather clung to Northern
states ulthough there was some
relief from the icy blasts of the
lust several days.

It was below zero again today
aver most of New England and
wide sections of New York state.
Coldest spot early this morning
was Messena, N.Y., which report-
ed 30 degrees below zero.

Below - freezing temperatures
extended from southern North Car-.
Olina westward to eastern Okla-
homa, northeast Kansas and north-
west to northeast Montana.

Fairly warm Pacific air contin-
ued to give the Rockies and est-
ern Plains generally mild weather
for the first day of winter, with
readings in the 40s in Colorado,
Wyoming and parts of central
Montana.

The heavy rain and wind storms
struck -areas from central Califor-
nia to western Oregon and Wash-
ington, Rainfall which measured
from 2 f) 5 inches in western Ore
gon blocked roads, closed some |
schools and foreed evacuation of |
some families living in the low.
Iving areas.

The rain in northern California.
the heaviest in 15 years, flooded |
river in northwest counties,
closed a dozen highwavs, flooded
sections of two communities and
eut off ground travel in the north
coasial area. Families were forced
from their homes in many sections |

of the storm belt.

i
 </s>",1
"- One of the worst rainstorms
ever.to hit the Pacific North-
west forced hundreds of evac-
uations and millions of dollars’

damage. in western: Washing-
ton and British Columbia to-
day. uF

In the: Midwest,’ rsa tag
a hard. chill followed one of
the worst-storms to lash the
Great: Lakes-in recent. history.

The Pacific Northwest. crisis’ was
getting -worse instead: of better; °A
new: storm, “packing”..80- -mile-per-
hour winds, hit “the: floodlands last
night. Rivers kept rising and ‘sand-
bag- workérs‘ labored. through: the
night under: the -glare'of floodlights
to shore up ithe defénses..

Canadian’ army..troops: were ‘sent
swarming, over the devastated area
to‘aid in the’ evacuations. Hundreds
of persons’ were forced from their
homes’ and damagein’ British’ Co-
lumbia‘alone was estimated -at tive
million dollars. -

..Meanwhile,. ithe ‘storia’ “whith
fated across ‘Lake’ Michigan Thurs-
day: was described by. a Great
Lakes: *

    
 
 
   
 
 
      
    
 
    
    
 
  
 

| Yarily: stranded i in. Detroit ‘when’ the
-|wind blew. the: water. “Out /of th
. lower : Detroit: River,’ dra ping it
level ‘five: to ‘six feet: :

nilen:. power -linés. closed > stp Riek
ll ways*and aac, Mic bh

| Snows. of the season, on thegrotin
1) Ba turned - many piske ays int

  
  
  
      

iMiscissipel to! we
3/and:: temperatures Were
{freezing ‘almost: to: the.Gulf-Coast.
| The, -mercury.ranged © from-i:a
{brisk 13 above zero.at Duluth,
‘| Minn.,.to 30°at St. Louis es
at’ Bowling Greén, Ky., 31 atoM
phis, Tenn.; “and. 45 at ""Tallahassee,
Fla.“
: In. the “Great Piains, however,
the weather, was warming up’ after
the first real. cold ‘snap | of the ‘Sea-
son. The temperature went ‘up’ 26
degrees: {0.36..at Bismarck,: N.D.,
and 18 degrees’ to 43: at! Dodge City,
Kan. code

 

 

 
 </s>",0
"INDIANAPOLIS —(iIN)}— The
forecast for Indiana today included
more of the thunderstorming weath-
er that killed one man and soaked
much of the state Wednesday.

Jack Wuey, 49, of Midland. Mich.,
was struck by lightning and killed
as he played golf on the ninth hole
at anchmond's Municipal golf

 enightning also knocked down
trees in scattered sections through-
out the state and in some cases trees
and lightning combined to put power
lines out of commission momen-
tarily.

Ghildren swam in streets and
gutters in one section of Indian-
apolis, where the sudden storm
provided runoff water that rose to
two feet in spots.

Weathermen forecast partiy
cloudy, continued warm and humid

through Priday with a few scatiered
thundershowers thus afternoon and
evening. —

And although temperatures again
are expected to range in the 90s
through most of the state, the high-
way department is busy accepting
bids on 45.000 tons of salt to be used
to clear ice and snow from the roads
neat winter.
 </s>",1
"UNITED NATIONS (te) — Com-
munist China has given Secretary
General Dag Hammarskjold some
encouragement that it will consider
United Nations demands it free 11
American airmen jailed as spies,
diplomatic sources said today.

But the official report on Ham-
marskjold’s success or failure will
not come until after the Swedish
diplomat returns to New York late
this afternoon from his round-the-
world trip. to Peiping, where ‘he
held a series of conferences with
Red Chinese Premier Chou En-lai.

Hammarskjold arranged to con-
fer with United States Ambassador
Henry Cabot Lodge Jr. on results
of his mission when he reaches New
York sometime after 2:30 p, m.,
EST, in the Superconstellation put
at his disposal in Tokyo by Gen.
John E, Hull, United States, Far
Eastern commander.

“Reasonable” Proposals

D, R. Mankekar, New Delhi resi-
dent editor of the Times of India,
who is on a special assignment in
Feiping for United Press, cabled
that the Chincse had made a tum:
her of “reasonable” proposals and
might be ready to release the men
on a quid pro quo hasis.

Mankekar said he was convincec
the 11 Americans would be re
Jeased before expiration of thei
terms if Peiping is persuaded there
are signs of the United States “con
tributing to the casing of tensiox
in this part of the world.”

He said the Communists wer
believed to have demanded thi
United States agree to cease -suct
“hostile acts” as  “espionage’
against Red China.

Stop at Reno

RENO, Nev. UP)—Secretary Gen
eral Dag Hammarskjold arrived to
day from his mission to free 1:
‘American airmen in Red Chin:
and stayed in bed during an how
and three-quarter plane refuelin;
stop here.

The big silver Super Constelia
tion landed at 5:14 a. m. It took of
again at 6:55 3. m.

Hammarskjold persistently ha
refused any comment on his talk
with Chou Exlai, Red China’s pre
mier and foreign minister, on th
fate of the airmen and other UN
prisoners.

The plane, originally schedules
to touch down at Travis air fore
base, 65 miles northeast. of Sa
Francisco, was diverted to Stea
because of fog. -
 </s>",0
"IOWA: Partly cloudy, snow flure
ries extreme east early
light snow beginning fr
late tonight. Colder extreme west
tonight. Wednesday cloudy with oc.
casional light snow. Lows
zero-5 below baie 8-12
southwest. Highs Wednesday
15 northeast, 20-25 southwest. =
ly cloudy, very cold
night, Thursday.

FIVE - DAY OUTLOOR:
peratures
average from near to 4
low normal. Normal
north, 35 south. Normal
north, 14 south. Cold aay,
Thursday, somewhat warmer.
day, Sunday. s
average near.25 inch as @&
Wednesday, Wednesday, again Friday,

      
 
    
   
  
  
 
 </s>",1
"| BUENOS AIRES # — Maj. Gen.

Eduardo Lonardi made a trium-
_phal entry into Buenos Aires today
to take control of the provisional
_gavernment of Argentina on
_half of the victorious rebels.
| The airfield in suburban Paler-
/mo was tightly guarded by troops
and police armed with machine-
guns. A red carpet was rolled out
pew Lonardi. Thousands of citizens

ns ata around the airport limits,
ring wildly and waving flags.
The military guards held them
_ back firmly but made no move to
dampen their enthusiasm.
| The planes which accompanied

_Lonardi from Cordoba were freshly
| painted with a huge V for victory
and with the cross—a reminder
| that the revolution was caused in
| part by President Juan D. Peron’s
‘feud with the Catholic Church.
| Before leaving Cordoba, Lonardi

spoke of the possibility Peron

might be brought to trial.

“We want to make it impossible
for him to again damage the coun-
try,”’ Lonardi told a news confer-
ence. “In case he is brought to
trial, the ex-president will present
himself as any other Argentine and
enjay all the guarantees and rights
established in the constitution.”’

He did not expand on the pos-
sibility of:a trial, but if this took
place it would be on criminal
charges. The asylum granted Per-
on by Paraguay would prevent his
arrest as a political prisoner.

The revolution leader’s entry in-
to Buenos Aires was preceded by
an order from the provisional gov-
ernment for the arrest of all
Peron supporters in the national
Congress. Earlier, the new regime
had dissolved the Congress, in
which 34 Senate seats and all but
12 places in the 155-member lower
house.

Violence flared here and in Ro-
sario, Argentina’s second largest
city, as students and other foes of
the ousted dictator moved to eradi-
cate evidences of Peron’s power.
Pictures and busts of Peron and
his late wife Eva were torn from

walls and destroyed. : J

At Rosario, several people were
beaten up when Peronists attacked

a group cheering a column of
troops. The soldiers restored order
and many Peron supporters were
arrested.

The arrest of Peronista con-

gressmen was said to be for ‘‘in-
vestigation’’ and nat as a retalia-
tory move. It was regarded as one
of the strongest measures by the
new government to ward off possi-
ble trouble from disgruntled Peron
supporters.
‘(Leaders of the rebellion have
called for peace and work to re-
build Argentina and have warned
repeatedly that they will not toler-
ate plotti to ‘“‘upset the public
tranquility
 </s>",0
"Fair and colder weather
prevailed over Kenosha to-
day after light snow flurries
last night.

At noon today the tempera-
was 23 at the sewage treat-
ment plant, 24 &t American
Motors and 25 downtown.
The early morning low was
16. Yesterday's high was 34
and the low was 22, accord-
ing to the treatment plant.

The forecast is for partly
cloudy and colder tonight,
with a low of 5-12. Friday
will be mostly cloudy and not
quite so cold, with snow
spreading over this area by
late afternoon or evening.
The high will be 25-30 Friday.
 </s>",1
"| ALBANY (#—The pre-Christmas
cold clutch eased a trifle in much
of New York State today, but some

| sections were even colder than
yesterday.

The weather bureau reported an
‘ early-morning reading of 25 below
; zero at, Massena, near the St. Law-
‘rence River. Yesterday’s- over-
night low at Massena was minus
: 23. '

; Likewise, Rochester's overnight
low dropped two degrees, from 2
above to zero.

Saranac Lake, in the Adiron-
dacks, reported a -32, the same as
yesterday's reading.

But state police at Old Forge re-
ported the temperature at that re-
sort had «climbed to 24 below, 29
degrees above yesterday's unoffi-
cial reading.

‘The weather bureau predicted a
slight moderation in the cold dur-
ing the day, the third day of the
icy werther that blew in from the
midwest.

And there was comparatively

 
 ~— |

good news about the Christmas.
| weekend, |
| The bureau, which previously

had forecast a return to the deep.
freeze, said the outlook now was
for temperatures around or above
zero. It will be wintry but not so:
frigid as it has been since Tues-|
day, the bureau predicted. |

The break in the cold wave in
western New York, however, was
accompanied by a steady snowfall
that disrupted’ morning traffic in
some greas and made most high-
ways ‘treacherous. Sanders and
plows were at work throughout the
area. The weather’ bureau in Buf-
falo predicted the snow would end
later today with partial clearing
in sight tonight.

Aibany’s overnight low rose from
~17 ‘yesterdyy to -8 today. Syra-
cuse climbed from -20 to -2.

Other overnight, below-zero tem-
peratures reported by the weather
bureau today:. Glens Falls 12,
| Kome 11, Watertown 9, Oneonta,
| Utica and Elmira 5, Binghamton
 </s>",1
"SAN FRANCISCO (UP) — A
confessed holdup man com.
Plained to polite today that
things were so bad he had to
stand in line to rob a Carmel,
Calif., liquor store tuo weeks ago.

Jack M. Love. 29, said he was
hanging around the Iequer store
waiting for the customers to
leave when he saw another man
doing the same thing.

Love said he outwaited his ri-
val and then robbed the store
owner of $65.
 </s>",0
"Sub-freezing weather gripped
the Southland today in the wake
of snow storms which made
parts of Dixie look like Minne-
sota.

Meanwhile a surprise snow
bogged down Chicago traffic and
frost threatened to damage citrus
crops in the semi-tropical lower
Rio Grande Valley.

Winter showed little mercy
towards the Southeast, which
has been getting far more than
its accustomed share of snow,
chilly temperatures and blustery
winds.

Temperatures below the freez-
ing mark were forecast for the
area today, along with snow in
the Appalachian mountains.

The nippy weather touched
the plush winter playground of
Miami, Fla., sending the tem-
perature skidding 15 degrees
from 67 to 52 in less than an
hour.

Snow fell Monday on Tallahas-
see, Fla., which prides itself on
its balmy weather, and Mobile,
Ala., had almost four inches.
‘Chicago’s snowfall didn’t amount
to much more than two inches,
but it hit just as hordes of city
workers were starting the rush
‘hour drive home.
 </s>",1
"A total fal) of 2 to..5 inch of rain
or snow through Sunday was fore.
cast for West Virginia by the U. S.,
Weather Bureau yesterday.

Light snow was expected _ this
morning with snow or rain likely
about Saturday. The bureau said,
however, it would be warmer today,
colder tomorrow and warmer again
by the weekend.

Temperatures, said the bureau, will
average near the normal of 41 de-
grees in the south portion and 2-4
degrees below the northern normal
of 38.

Weather Bureau report of tem-

 
 PARRY BBR SSP EPR REN
Greenbrier River — Six teet above
normal stage and muddy.
New River -—- Normal etage and
muddy.
Bluestone Reservoir -- Sixty-two
feet above normal, rising three-
tenths of a foot per hour,
 </s>",1
"Northwestern California: Mostly
fair today, tonight and Wednesday
but night and morning low clouds
along coast south of Point Arena;
little change in temperature; high
today and low tonight Napa 73-47,
Santa Rosa 73-45, Ukiah 74-16;
northwesterly wind 25-35 mph along
coast Cape Mendocino sputh today,
otherwise northwest 15-25 mph to-
day, tonight and Wednesday.

Fort Bragg and vicinity: Fair
today, tonight and Wednesday:
little change in temperature: north-
westerly wind 25-35 mph near coast
tedae. doo leasing tomghit tu""419""25

mph Wednesday, r
 </s>",1
""" Cloudy and colder, a few snow
flurries in the mountains today.

 
 a ee ee en ee ee

Greenbrier River—Slightly above
|normal stage and murky.
| New River and Bluestone Reser-
ivoir—Normal stages and clear,
 </s>",1
"TOKYO W— Police estimated
that at least 300 teen-age girls
had been aold into prostitution in
Tokyo in the past four months, a
number of them by destitute par-
ents or relatives.
 </s>",0
"PORTLAND, Ore, (®—At least
five persons died in a fire which
swept through an old frame up-
stirs hotel early today.

The bodies of four elderly men

were recovered before dawn,
The tifth bedy, unidentified, was
taken from a huge pile of rubble
pre later as firemen continued
‘to probe to determine whether oth-
ers of the nearly 80 guests had
perished. Damage was not esti-
mated immediately.

The potel, the Lind, occupied the
sccond and third floors of a three-
story building on the Willanvette
River fringe of the business dis-
trict. Shops occupied the first
floor

The fire cause was undeter-
mined. It broke out after 1 a. m.
apparently in one of the corridors
of the 75-reom structure,

Nine persons, including three
firemen. were taken to a hospital
for treatment but none was seri-
ously hurt. The firemen and five
others were suffering from smoke.
Only one of those hospitalized was
treated for burns,

Hosp*al attendants reported two
who jumped from windows into a
lightwel! said they landed in water
at the bettom of it and were
trapped there in the center of the
building two or three hours until
firemen found them.
 </s>",0
"WISCONSIN — Cold wavs
warning northwest and west
central portions. Colder to-
night reaching near cold
‘wave proportion northwest
}and west central portions with
low temperatures ranging
from about 5 above extreme
northwest portion to 20 - 25
above _ southeast portion.
Cloudy and windy with snow
flurries north and central por-
tions tonight. Sunday partly
cloudy and colder. High Sun-
day 15-20 above northwest to
around 25 above southeast.

Minimum temperature: 24.

Temperature range here
yesterday: high, 35; low, 18.

Temperature range here a
year ago: high, 47; low, 31.

Local Hourly Temperature

Empnpeeeenoeenenaentennemnenysaat pater are SE EICEEEEI
TT we FF oO ft tA 44 thf 4 tt
 </s>",1
"Fairborn residents will feel
wintry blasts frem the nerth-
west tonight with the mercury
expected to fall to 22 degrees.

Cloudy, windy and colder is
the forecast for today from the
U. S. weather bureau at Van-
dalia with temperatures not ex-
pected to rise above 38 degrees.

Tonight local residents will
experience the coldest weather
of the fallig season when the
temperature falls a full 10 de-
grees below the freezing mark.

Tomorrow will be fair and
continued cold with a high of
only 42. And football fans will
need to bundie up tomorrow
night to ward off temperatures
that will fall te the upper 20’e
befere merning. ‘
 </s>",1
"Fl SSS SR O48 eS eee 68 ee
| The first widespread cold snap
of the autumn season chilled the
‘Eastern third of the nation today
‘but there was warming in the
‘Western half of the country,

| The coldest area this morning
\extended from the Mississippi Riv-
er to the Appalachians. Tempera-
itures were freezing or below south-
ward nearly to the Gulf Coast and
in northern sections ranged to a
‘low of 13 at Duluth, Minn.

| But there was a promise of
| warming during the day for most
‘of the Midwest, which was hit by
snow and strong winds Wednesday
and Thursday. Temperatures
climbed between 25 and 30 degrees
‘yesterday in Western areas and the
warmer air headed into the Mid-
west.

Snow flurries were re in
parts of the Great Lakes region
iduring the morning. Snow at Pell-
ston, Mich., measured 5 inches,
‘one of the heaviest falls in the
‘Midwest.
 ht showers fell in the north-

east and in parts of the MidAtlan-

tic states. Rain continued in the

Pacific Northwest but falls gen-
erally were light.

Clear weather prevailed in most

other areas although there was

See COLD SNAP Page 2
 </s>",1
"| The drought threat which
‘has been worrying water of-
ficials has almost disappeared
as two inches of new snow
fell in the upper valleys and
mountains last night and to-
day.

David Scott, superintendent of
the Ogden River Water Users
Assn., said normal weather con-
ditions for the remainder of the
winter plus a heavy rainfall in
the early spring should provide
sufficient water for all users.

New snow flurries struck
northern Utah today and, with
continued low temperatures, add-
ed a new layer of glaze to high-
ways on which four Utah resi-
dents have already been killed
this year.

The fourth death, that of 76-
year-old Otto R. Stewart of Ben-
jamin in Utah County, occurred
this morning in Spanish Fork
Canyon when two cars skidded
into each other. All three earlier
fatalities had been blamed on
similar mishaps.

More Snow Coming

The Weather Bureau predicted
that the snow would continue, at
least in northwestern Utah,
through tomorrow morning, but
‘that temperatures would become
| warmer. The minimum forecast
‘for tonight was 15 above, com-
‘pared with the 4 below recorded
‘in Logan early this morning and
| near-zero marks in many other
i areas,

Malad reported the lowest tem-

perature in Idaho, 5 below.

Tee skating on the city rink at

ithe head of Lake Street will be
}continuous until 10 p.m., starting
‘tonight. An illumination system,
installed Saturday, is now in
operation.
: A crew was scheduled to clean
isnow from the rink this after-
noon, said City Recreation Di-
‘rector Ernest Shreeve.

| Skiing Excellent

Skiing at Snow Basin was re-
ported excellent with the two-
inch snow fall providing a good
powder surface ski pack and
temperatures rising to the 40s
lafter a low of 20 last night. The
‘Tift was not operating teday, but
‘will be in use tomorrow from 11
‘am. to 4 p.m. The road to the
‘basin is open; chains are needed.
Similar conditions were re-
ported at Alta and Brighton.
. The temperature was a little
iwarmer in Ogden last night as
ithe mercury only dropped to 4
! above. One-half inch of snow was

reported at the Utah Power &
| Light Co. Pioneer plant.

Elsewhere rain and snow con-

‘tinued to fall in wide areas of
ithe nation, as the weather fol-
:lowed a general warming trend.
! The storm which struck in
‘South Colorado, New Mexico and
.Nevada moved into drought-
stricken Texas to lay a one to
two-inch blanket af snow from
West Central Texas into south-
eastern Oklahoma.

A cold, chilling rain in the
Central Texas hill country killed
countless deer weakened by
drought and poor forage. In East
Texas a man crashed to his death
in a light plane after taking off
into the rainy skies against ad-
vice of airport officials.
 </s>",1
"TAIPEI, Formosa, Jan. 25—UP
—Communist artillery bombarded
the Tachen Islands Tuesday in an
apparent warning to the U. S. Sev-
enth fleet that an attempt to evac-
uate the Nationalist garrison
would bring American warships
within range of Red guns.

The Communist reconnaissance
planes swept across the island
group 200 miles north of Formosa
in what was expected to be a pre-
lude to another massive bombing
attack such as the one that soften-
ed up nearby Yikangshan for a
Red invasion. They also obvious-
ly were looking for signs of the
U. S. Navy.

Vice Adm. Alfred M. Pride, com-
mander of the Seventh Fleet, left
his flagship and hurried to Taipei
for urgent talks with Rear Adm.
Frederick Kivette, commander of
Task Force 77's four great car-
riers, seven cruisers and 50 de-
streyers and other support craft.

Task Force 77, ‘‘alert and on the
ready,’ was prepared to enter the
battle zone instantly when Pres-
ident Eisenhower gives the order
for evacuation of the 30,000 Na-
 tionalist Chinese troops and civi-
lians from the Red-threatened is-
lands.

The two admirals also were ex-
pected to confer with President
Chiang Kai-Shek, who was de-
scribed as both pleased and disap-
pointed with President Eisenhow-
er’s message to Congress.

Sources close to Chiang said he
was pleased at the American de-
cision to defend against further
Communist aggression but disap-
pointed in Mr. Eisenhower's fail-
ure to draw a firm line of defense
and name the Nationalist islands
that will be protected.

Sources here said the “keep

them guessing policy’’ was in keep-
ing wth recommendations from
Americans in this area.
Military observers in Taipei
raised the possibility that the Com-
-munists might complicate any
plan to evacuate the Tachens by
bringing increasing military pres-
sure to bear there,

 

 
 </s>",0
"PITTSBURGH (iNS})—Major steel
producers today started shutting
down. steel. plants in the face of a
threatened strike by the United
Steelworkers Union Tharsday mid-
night.

As wage negotiations eontinucd
at a stepped-up pace in Pittsburgh,
steelmakers said preliminary steps
were being mapped for an “‘order-
ly” shutdown of the industry.

Jones & Laughlin, the nation’s
No. 4 producer, reported that bank-
ing furnaces and ecke ovens al-
ready was under way at its” vast
Pittsburgh: district works, as well
as its Cleveland plant.

AU. S. Steel Corp. spokesman
said that “Big Steel” would begin
banking operations Wednesday, but
that work schedules would not be
interrupted at least until. after mid-
night Thursday.

David J. MeDonald, USW ptesi-
dent, met thig morning with bar-
gaining teams of U. S. Steel, Jones
& Laughlin and Great Lakes Steel,

He will meet this afternoon with
Bethlehem, Republic, Youngstown
Sheet and Tube, and Inland Steel.

Neither the union nor the indus-
try will comment on the progress
of the wage talks.

MeDonald presumably-has had
no new offer since the union quick-
jy refjected an average 10-cents an
hour offer last Thursday. He had
termed ihe offer. an “effroniery.”
 </s>",0
